id,name,property_type,room_type,accommodates,bathrooms,bedrooms,price,extra_people,minimum_nights,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month
16102444,Quiet elegant townhome house,Apartment,Entire home/apt,3,2,3,883.00,0.00,1,0,,flexible,
16543515,Beautiful studio/1bedroom for Inauguration weekend,Apartment,Entire home/apt,3,1,0,400.00,0.00,4,0,,flexible,
16686705,Beautiful row-house for Womens' March Weekend,House,Entire home/apt,5,2.5,2,1000.00,0.00,3,0,,flexible,
3799640,2BD Newly Renovated Shaw Gem,House,Entire home/apt,4,1.5,2,380.00,0.00,1,12,96,moderate,0.38
3874273,"Cardozo Guesthouse, Hingham Room",Other,Private room,2,0,1,110.00,0.00,2,7,94,strict,0.22
16352224,Luxury Penthouse 4bd/4ba Shaw/U St.,Apartment,Entire home/apt,12,4,4,3450.00,0.00,2,2,100,strict,0.43
36943,[PC101] Newly Renovated Loft Apts-Shaw Area,Apartment,Entire home/apt,2,1,1,218.00,0.00,7,0,,super_strict_30,
3181928,Hydeaway Studio-steps from Metro,Apartment,Entire home/apt,2,1,0,175.00,0.00,3,13,86,strict,0.39
17210424,Beautiful Row Home in Historic U Street Corridor,House,Entire home/apt,10,1.5,3,599.00,35.00,2,5,85,moderate,2.5
17553,[1510] 2 Bedroom Townhouse ,Townhouse,Entire home/apt,4,1,2,225.00,25.00,3,0,,super_strict_30,
15612615,3BR Condo right off 14th Street near U St NW,Condominium,Entire home/apt,6,2,3,150.00,0.00,3,1,,flexible,0.15
16380145,Bright Jr One Bedroom in 14th Street Corridor,Apartment,Entire home/apt,3,1,1,500.00,0.00,1,0,,flexible,
11585309,"SUNNY, REMODELED IN BEST LOCATION",Apartment,Entire home/apt,4,1,1,179.00,0.00,1,33,96,strict,2.39
11920054,"Great location! Clean, cozy 1-br",Apartment,Entire home/apt,2,1,1,90.00,0.00,3,1,,flexible,0.07
1328195,Fabulous Furnished 3BR/1BA on U St,Apartment,Entire home/apt,5,1,3,166.00,30.00,5,10,82,flexible,0.52
16532929,14th Street HOUSE - 2 floors + yard,House,Entire home/apt,6,1,2,475.00,25.00,2,0,,strict,
13764058,Spacious 1 Bedroom Apartment in a Popular Location,Townhouse,Entire home/apt,2,1,1,115.00,0.00,1,20,97,moderate,1.94
13467737,unbeatable location w/ charming decor,Apartment,Entire home/apt,2,1,1,140.00,0.00,3,0,,flexible,
9049606,Cozy renovated 1890s U St. rowhouse,Townhouse,Entire home/apt,1,1.5,2,110.00,0.00,2,10,90,flexible,0.55
15238308,Exciting U Street Neighborhood Stylish 1 bedroom,Apartment,Entire home/apt,1,1,1,125.00,0.00,4,3,100,flexible,0.62
2753934,"Hydeaway Apartment, Metro 2 Blocks",Apartment,Entire home/apt,4,1,1,195.00,25.00,3,8,93,strict,0.22
6260852,Spend the Spring in DC!,Apartment,Entire home/apt,2,1,0,94.00,0.00,1,25,99,moderate,1.28
8050601,Beautiful apt in a great location,Apartment,Entire home/apt,4,2.5,2,189.00,0.00,3,0,,flexible,
3670,Beautiful Sun-Lit U Street 1BR/1BA,House,Private room,1,1,1,81.00,0.00,1,54,84,moderate,2.06
5509120,Private Central DC Townhouse,House,Entire home/apt,4,1,1,149.00,0.00,2,92,99,moderate,3.53
13308160,Casa Bellissima,Townhouse,Private room,2,1,1,85.00,0.00,1,33,98,moderate,3
17142042,Vibrant U Street 2 BR Home - Next To Metro,House,Entire home/apt,6,2,2,200.00,0.00,3,11,95,flexible,4.85
13570789,The Loft,House,Private room,2,1,1,119.00,40.00,2,6,100,flexible,0.84
4789130,GRAND VICTORIAN NEAR WHITE HOUSE,House,Private room,2,1,1,99.00,9.00,2,132,94,strict,4.63
16782117,1 BR in U Street Corridor - walk score of 99!,Apartment,Entire home/apt,4,1,1,140.00,0.00,1,21,96,strict,5.68
15340354,T Street Bayview,Apartment,Entire home/apt,6,1,1,239.00,100.00,2,3,93,strict,1.7
16782263,Room available in beautiful U Street Apartment,Apartment,Private room,2,1,1,90.00,60.00,2,0,,moderate,
16716983,Bright and Spacious 2 Bedroom Near U Street,Apartment,Entire home/apt,4,2,2,300.00,0.00,2,1,100,strict,0.28
5904367,Ledroit Retreat - Great place near Howard Hospital,Apartment,Entire home/apt,6,1,1,175.00,25.00,3,11,82,strict,0.44
15282004,Luxurious Modern (1 bd/1ba) Apt. on 14th & U!,Apartment,Entire home/apt,2,1,1,149.00,0.00,1,3,87,flexible,0.45
3743036,Fully Furnished All Inclusive Room ,House,Private room,2,1,1,80.00,20.00,7,1,60,strict,0.08
16489940,"New, Bright Room in Highrise",Apartment,Private room,2,1,1,99.00,0.00,3,8,100,flexible,3.53
15376282,Comfy Apartment in Exciting/New U Street area!!,Apartment,Entire home/apt,4,1,1,88.00,0.00,2,15,95,strict,2.5
13770756,Elegant room in our Bed and Breakfast,Bed & Breakfast,Private room,2,1,1,85.00,0.00,1,77,97,strict,7.36
7807561,English Basement in Ledroit Park,Apartment,Entire home/apt,3,1,0,100.00,25.00,2,4,73,strict,0.2
4891218,Stay in the heart of DC's hippest neighborhood!,House,Private room,3,2.5,1,70.00,30.00,1,52,93,flexible,7
18326222,Queen Bedroom with private bathroom in 7th St,Apartment,Private room,2,1,1,70.00,0.00,1,2,80,moderate,2
16000249,Gorgeous 3-Story Penthouse for Inauguration,Condominium,Entire home/apt,6,2.5,2,925.00,0.00,3,0,,strict,
3089828,Beautiful Victorian Rowhouse,House,Entire home/apt,5,1.5,3,249.00,0.00,3,6,93,moderate,0.19
2257144,Huge 3 BR Shaw Luxury Row House,House,Entire home/apt,8,2.5,3,400.00,50.00,2,25,99,strict,0.66
16230291,"$1M+ 2 bed, 2 bath, private terrace",Apartment,Entire home/apt,6,2,2,275.00,20.00,2,2,90,strict,1.07
7645438,Master BR in Vibrant U St Rowhome,House,Private room,2,1,1,110.00,0.00,2,10,94,flexible,0.46
9972284,Big room + private bath in LeDroit Park!,House,Private room,3,1,1,60.00,25.00,3,47,100,flexible,3.95
17214283,Private Room Perfectly Located 3 BR Town House,House,Private room,1,1.5,,60.00,0.00,2,1,100,strict,0.55
16231265,Vibrant & Bright Studio in the U Street Corridor,Apartment,Entire home/apt,2,1,0,105.00,0.00,1,14,97,strict,4.72
15444845,[2540] Exquisite 3rd Floor Penthouse w/ Roofdeck,Condominium,Entire home/apt,4,2,2,259.00,0.00,30,0,,flexible,
14232914,Cozy U St Apartment in the Middle of it All,Apartment,Entire home/apt,2,1,1,125.00,0.00,2,3,93,flexible,0.43
12758931,"Contemporary, Spacious 1-Bedroom",Apartment,Entire home/apt,2,1,1,200.00,0.00,2,17,100,flexible,1.43
16790220,Inauguration weekend 1 Bedroom apartment in Shaw!,Apartment,Entire home/apt,3,1,1,150.00,0.00,1,0,,flexible,
15768964,Luxury 1-bedroom in the Heart of DC,Apartment,Entire home/apt,4,1,1,135.00,10.00,2,13,97,strict,6.39
3783367,Well-located studio with character,Apartment,Entire home/apt,2,1,0,130.00,0.00,2,23,100,flexible,0.69
16555435,3 Bedroom Rowhouse - Le Droit Park DC,Townhouse,Entire home/apt,6,1,3,900.00,0.00,1,0,,flexible,
8664248,Luxurious Condo Near U St Metro,Condominium,Entire home/apt,5,2,2,250.00,0.00,3,5,92,strict,0.37
16380887,"Central, Bright, Cozy House in Exciting Shaw",House,Entire home/apt,6,2,3,130.00,0.00,3,16,96,strict,4.36
10205012,U St/Logan Circle English Basement,Apartment,Entire home/apt,2,1,1,169.00,100.00,2,43,100,flexible,2.6
15284662,Quiet Block In the Heart of DC + Priv Bath and Den,House,Private room,2,1.5,1,200.00,0.00,1,2,90,strict,0.29
7944736,Great condo in the heart of D.C.!,Condominium,Entire home/apt,2,1.5,1,109.00,0.00,2,6,84,moderate,0.29
11058303,Bedroom with En-suite bathroom,Apartment,Private room,2,1,1,125.00,50.00,1,5,92,flexible,0.35
14925231,Private Apartment Close to Everything,Apartment,Entire home/apt,3,1,1,200.00,50.00,1,10,100,flexible,1.29
10403348,Travelers Trove ~ on T St!,Apartment,Entire home/apt,6,1,2,129.00,20.00,3,81,98,strict,5.03
14655441,Mod English Basement Block from U Street Corridor,Apartment,Entire home/apt,2,1,1,90.00,0.00,3,4,100,flexible,0.6
800076,A Gem at U-ST/14-ST/Logan-Circle NW Corridors,Apartment,Entire home/apt,3,1,0,105.00,25.00,1,105,94,strict,2.07
16269511,Cozy carriage house in Shaw,Guesthouse,Entire home/apt,2,1,1,300.00,0.00,1,0,,flexible,
16556106,DC Living on the U Street Corridor,House,Entire home/apt,8,2,3,250.00,0.00,2,14,91,moderate,3.41
7324108,"Spacious, Centrally Located w/ Wifi",Apartment,Entire home/apt,3,1,1,175.00,10.00,1,96,96,flexible,4.32
16105967,Beautiful Le Droit Park Home,House,Entire home/apt,8,2,4,290.00,0.00,2,12,100,flexible,3.56
11551218,Brand New Condo with Balcony 14th,Condominium,Entire home/apt,4,1,1,175.00,50.00,3,3,,moderate,0.38
16204690,"Private Bed/Bath In Heart of Washington, D.C.!",Apartment,Private room,1,1,1,29.00,0.00,30,2,90,strict,0.95
16630923,Beautiful Apartment- great for the Inauguration!,Apartment,Entire home/apt,4,1,1,595.00,0.00,1,0,,flexible,
17155824,Vibrant U Street 1 BR Home Next To Metro,House,Entire home/apt,4,2,1,125.00,0.00,3,9,100,flexible,3.29
6014961,Hydeaway B & B Queen Room,Bed & Breakfast,Private room,2,1,1,175.00,0.00,2,2,90,strict,0.17
12109812,DC's hottest neighborhood,House,Private room,1,1.5,1,175.00,0.00,1,2,100,moderate,0.15
18500418,LeDroit Park Studio In-Law Suite,In-law,Entire home/apt,4,1,0,125.00,10.00,1,0,,moderate,
12962809,Apt for business travel - Dupont! (blue room),Condominium,Private room,1,1,1,130.00,0.00,2,13,100,strict,1.17
13683992,1 BR +Den in Shaw/U Street Area,Condominium,Entire home/apt,2,1,1,130.00,0.00,1,14,91,moderate,1.37
15955888,Stay in DC and be next to it all in Cozy Comfort,House,Entire home/apt,6,2.5,2,199.00,0.00,3,1,80,strict,0.28
4083361,Cardozo Apartment - Metro 2 blocks,Apartment,Entire home/apt,2,1,0,175.00,0.00,3,0,,strict,
16764685,Lower Level Townhouse in the U St Corridor,Townhouse,Entire home/apt,4,1,1,150.00,25.00,2,6,97,flexible,1.64
12603290,One bedroom U Steet Corridor,House,Entire home/apt,4,1,1,145.00,0.00,2,25,98,strict,2.08
16798094,Spacious Town House in Historic Ledroit Park,House,Entire home/apt,6,2.5,3,525.00,0.00,3,0,,flexible,
14407693,Sunny room with balcony/perfect location!,Townhouse,Private room,2,1.5,1,70.00,10.00,1,3,100,moderate,0.5
16701690,Fantastic 2bd/2bath on the best street in DC,Apartment,Entire home/apt,4,2,2,400.00,0.00,1,0,,moderate,
15915306,Stunning Contemporary 3 BR Townhouse w/Parking,House,Entire home/apt,6,2,3,375.00,0.00,2,2,100,strict,0.49
16748255,Entire Row House In Hip Neighborhood,House,Entire home/apt,6,1.5,3,149.00,0.00,6,6,97,moderate,2.57
7560199,Sunny BR w/Balcony steps from Metro,House,Private room,2,1,1,73.00,0.00,2,3,100,flexible,0.14
16442548,"Charming rowhouse, great area!",House,Entire home/apt,6,1.5,2,200.00,0.00,1,6,96,flexible,1.33
16376021,Cozy Two-Story House near U Street,House,Entire home/apt,5,1,2,169.00,15.00,2,8,98,flexible,2.67
16071415,Luxurious U Street Condo,Apartment,Entire home/apt,5,2.5,1,600.00,0.00,2,0,,flexible,
12247867,English Basement in LeDroit / Shaw,Apartment,Entire home/apt,4,1,1,125.00,10.00,1,54,98,strict,4.1
9124709,Elegant Victorian Row-House - U St,House,Entire home/apt,6,3,3,349.00,0.00,2,41,99,moderate,2.72
1074477,Sunny and Clean on the Park!,Apartment,Entire home/apt,4,1,1,145.00,50.00,1,170,93,strict,3.5
16639486,"New Listing! Modern 1BR in Heart of U ST, by Metro",House,Entire home/apt,4,1,1,135.00,0.00,1,37,99,flexible,10.18
16541540,Historic Farmhouse Apt ~ Sleeps 8!,Apartment,Entire home/apt,8,1,3,299.00,10.00,3,4,95,strict,0.92
3816460,Heart of DC 7 Min from Downtown! 1,Apartment,Shared room,1,1,1,20.00,0.00,30,5,80,strict,0.18
15859380,Beautiful townhouse/ perfect location,Apartment,Entire home/apt,4,1.5,2,199.00,15.00,4,0,,flexible,
16673346,Spacious modern 1 BR in heart of NW DC,Apartment,Entire home/apt,3,1,1,200.00,0.00,2,1,100,moderate,0.27
15624823,Centrally located modern one bedroom in Shaw,Apartment,Entire home/apt,4,1,1,105.00,25.00,1,4,90,strict,0.68
519159,The Open Space - Stylish Artsy Home,House,Entire home/apt,7,2.5,3,500.00,100.00,5,20,96,strict,0.34
7728263,Best Location in the City,Apartment,Private room,2,1,1,60.00,10.00,1,8,90,strict,0.38
13444983,"Location, Location, Location!",Apartment,Entire home/apt,3,1,2,81.00,0.00,2,20,96,moderate,1.81
4058340,2 BR condo steps from U St and Logan Circle,Apartment,Entire home/apt,4,1,2,251.00,25.00,2,8,98,flexible,2.64
16706847,Modern studio near hip 14th + U,Apartment,Entire home/apt,3,1,0,299.00,0.00,2,0,,moderate,
9072072,Charming 2 bdrm in trendy U/14th streets w/parking,Apartment,Entire home/apt,6,1.5,2,200.00,50.00,2,13,89,strict,4.7
16052032,3BD 2Bath Luxury Apartment (14th & U st. NW),Apartment,Entire home/apt,8,2,3,2300.00,0.00,1,0,,moderate,
16050332,Condo in the Heart of Trendy Shaw!,Condominium,Entire home/apt,4,2,2,250.00,0.00,2,2,100,moderate,0.55
13792367,[PC221] Jr. 1 BR in Modern High-Rise Location,Apartment,Entire home/apt,2,1,1,229.00,0.00,7,0,,super_strict_30,
423149,Private Historic Rowhouse 1BR Apt,Apartment,Entire home/apt,4,,1,99.00,15.00,20,51,92,strict,0.84
1078858,The Sunniest 2/BR 2.5/BA Row House,House,Entire home/apt,4,2.5,2,150.00,30.00,2,15,87,strict,0.4
16480055,"1 Bedroom in lovely apartment, Heart of U Street",Apartment,Private room,2,1,1,100.00,0.00,2,0,,moderate,
4552656,Contemporary Townhouse Near Everything,Townhouse,Entire home/apt,4,1.5,2,140.00,0.00,1,23,98,moderate,3.22
16611470,New one bedroom apartment in North End Shaw,Apartment,Entire home/apt,4,1,1,650.00,0.00,2,0,,flexible,
15799361,Two-level condo with parking near U St Metro,Condominium,Entire home/apt,4,1.5,2,59.00,0.00,2,7,97,flexible,2.56
12712279,Posada de Don Salomon,House,Private room,2,1,1,70.00,0.00,1,107,90,flexible,8.54
16382509,Entire Top Floor Bedroom w/ Private Bath w/ Deck,Apartment,Private room,2,1,1,64.00,25.00,1,32,96,flexible,6.86
14842804,"3BR Home, Historic U St,  Bloomingdale, parking",Townhouse,Entire home/apt,5,2.5,3,299.00,0.00,4,0,,strict,
16612295,Brand New 1BD Condo in Shaw/Logan Neighborhood,Condominium,Entire home/apt,2,1,1,120.00,0.00,1,3,100,flexible,0.7
18153347,Two-level DC Vacation Springboard w/Parking Pass!,Condominium,Entire home/apt,6,1.5,2,500.00,0.00,2,1,100,strict,1
16362094,Lovely 3BR/3BA Ledroit Park/U Street-Shaw House,Condominium,Entire home/apt,6,3,2,450.00,0.00,3,3,100,flexible,0.83
6389428,Park View,House,Private room,2,1,1,109.00,40.00,2,38,99,moderate,1.58
16285463,"Stunning Condo, perfect location - 1 bdrm for rent",Apartment,Private room,1,2,2,150.00,0.00,21,0,,strict,
16154463,Inauguration Week - 14th Street Apartment,Apartment,Entire home/apt,3,1,1,1000.00,0.00,2,0,,strict,
9076691,Cozy 1 bedrm in Trendy U/14th street - Parking!,Townhouse,Entire home/apt,4,1,1,155.00,0.00,2,12,75,strict,5.29
4488560,Spacious top/3rd floor bedroom in Shaw/U St/Logan,House,Private room,2,1,1,84.00,0.00,1,2,100,moderate,0.07
16154541,Perfect for Inauguration-3BR House!,House,Entire home/apt,10,2.5,3,200.00,0.00,2,1,100,strict,0.19
6946535,Great Home in Shaw Close to Metro,House,Private room,1,1.5,1,100.00,0.00,1,0,,flexible,
7109894,U St 1 BR,Apartment,Entire home/apt,2,1,1,90.00,0.00,1,0,,flexible,
15695059,Healthy Living Inc. VENUE/Event Space,Other,Private room,16,2.5,0,150.00,0.00,1,0,,moderate,
10386594,"Luxurious, sunny, private room near Metro",Apartment,Private room,2,1,1,99.00,0.00,1,47,98,moderate,5.9
16120857,Le Droit Park Row Home,House,Entire home/apt,6,2.5,3,1450.00,0.00,3,0,,flexible,
6717232,"Luxury 3br,2.5b Loft Apt with parkg",Apartment,Entire home/apt,8,2.5,3,274.00,35.00,4,16,95,strict,0.74
17922793,Stunning New Studio Apartment in Desirable Shaw,Apartment,Entire home/apt,2,1,0,90.00,0.00,3,3,87,flexible,2.5
7404255,"Modern 3 Bed in U St, Metro, Pkg",House,Entire home/apt,8,2,3,500.00,25.00,3,14,98,strict,1.16
12712570,Posada de Don Salomon 2,House,Private room,2,1,1,62.00,0.00,1,61,89,flexible,5.06
16415037,Modern Apt for Inauguration Weekend,Apartment,Entire home/apt,2,1,1,1200.00,0.00,2,0,,flexible,
16215602,1bedroom/1.5 bath in beautiful U St townhouse.,House,Private room,2,1.5,1,700.00,0.00,1,0,,flexible,
16037361,YOUR INAUGURATION HEADQUARTERS!!!!,Apartment,Entire home/apt,4,1,0,1000.00,0.00,1,0,,strict,
2946998,Entire HOUSE in heart of DC!!,House,Entire home/apt,6,2.5,3,395.00,45.00,2,7,97,strict,0.26
9107343,Large 1BR w/Wash. Monument View,Apartment,Entire home/apt,3,1,1,195.00,15.00,4,25,100,moderate,1.46
16774766,"Large 2 bed, 2 bath U st/Shaw apartment",Apartment,Entire home/apt,2,2,2,225.00,0.00,2,2,100,moderate,0.91
15758952,Cozy 2 bedroom house near U Street,Townhouse,Shared room,4,2,1,250.00,30.00,3,3,100,strict,1.76
16738717,Master bedroom with private bath in U Street house,Townhouse,Private room,2,1.5,1,200.00,0.00,2,2,100,moderate,0.55
12317499,Beautiful room in the heart of DC,Apartment,Private room,2,1,1,65.00,5.00,5,3,100,moderate,0.23
16741173,Cozy jr 1BR in popular DC 'hood!,Apartment,Entire home/apt,3,1,1,450.00,0.00,1,2,100,flexible,2
17625438,Condo in U Street / Adams Morgan area,Apartment,Entire home/apt,4,1,1,110.00,14.00,3,5,92,moderate,4.17
15036658,Sleek One Bedroom in U Street High Rise!,Apartment,Entire home/apt,2,1,1,269.00,150.00,3,0,,strict,
16179179,Modern 1BR/1BA Apt + Parking Spot - 14th & U,Apartment,Entire home/apt,4,1,1,849.00,0.00,1,0,,flexible,
783460,"Private, Cozy Flat near EVERYTHING",Apartment,Entire home/apt,2,1,1,99.00,0.00,9,32,94,moderate,0.73
16871364,"Luxury, Location & Comfortable - Private Basement",House,Private room,4,1.5,1,120.00,100.00,2,0,,strict,
16313989,Studio In Popular U Street Corridor,Apartment,Entire home/apt,3,1,0,90.00,0.00,5,22,97,strict,6.06
16568831,Spacious 2 BR/BA Luxury Condo in U St/Logan Circle,Apartment,Entire home/apt,6,2,2,275.00,0.00,2,0,,strict,
4485179,Cool room in a cool neighborhood,House,Private room,2,1,1,75.00,35.00,3,18,92,strict,0.59
18475076,Fame Ust Suites,Apartment,Entire home/apt,4,1,1,175.00,50.00,2,0,,strict,
7530243,Entire Three Bedroom Townhouse - At U Street Metro,House,Private room,1,1,1,100.00,0.00,30,8,83,strict,0.42
9349742,Penthouse PRIVATE Roofdecks/Views METRO 3BR/3.5ba,Apartment,Entire home/apt,8,3.5,3,340.00,39.00,2,26,98,strict,1.82
16084468,Private room located in Ledroit,House,Private room,2,1,1,99.00,20.00,1,2,100,flexible,1.5
2452967,Modern 2Bd/1.5 Bath U Street Home,House,Entire home/apt,5,1.5,2,269.00,15.00,2,9,98,strict,0.24
11068583,Inauguration Luxury apt- w/ parking,Apartment,Entire home/apt,4,1,1,450.00,15.00,3,0,,flexible,
18506858,Historic carriage house loft,Loft,Entire home/apt,6,2,3,275.00,29.00,2,0,,strict,
1239926,Cozy English Basement in Hip Area,House,Entire home/apt,2,1,1,95.00,0.00,2,5,96,moderate,0.38
3822053,Beautiful Super Large Bedroom,House,Private room,2,1,1,100.00,25.00,1,2,80,strict,0.07
16477037,Modern Historic Townhouse at Metro near Downtown,House,Entire home/apt,6,2.5,2,245.00,0.00,2,0,,moderate,
4090299,Cardozo Guest House Norwell Room,Other,Private room,2,1,1,155.00,0.00,2,1,100,strict,0.04
8382680,Town House - DC's most Instagramed block,Townhouse,Entire home/apt,8,1,2,200.00,20.00,1,1,80,moderate,0.27
5079011,Modern Luxury 1 Bedroom Apt U Street Corridor,Apartment,Entire home/apt,2,1,1,139.00,0.00,2,29,100,moderate,4.35
13951087,Sunny & Spacious Apartment. Close to Metro!,Apartment,Entire home/apt,4,1,1,179.00,0.00,2,59,97,strict,5.9
7528566,Minimalist Luxury on 14th and U,Apartment,Entire home/apt,4,1,1,138.00,0.00,2,0,,moderate,
581620,Heart of DC 7 Min from Downtown! 2,Apartment,Shared room,1,1,1,23.00,0.00,3,13,88,strict,0.23
18276303,"Great room, awesome house & area!",House,Private room,2,1.5,1,73.00,15.00,1,7,97,moderate,7
2794820,2BR/2BA in U Street row house,Apartment,Entire home/apt,7,2,2,325.00,35.00,2,20,95,moderate,0.57
13624184,Historic Townhouse on quiet one way street.,Townhouse,Entire home/apt,4,1,2,200.00,25.00,2,21,97,moderate,2.88
17654672,Historic Firestation Carriage House Lofts,Loft,Entire home/apt,14,4,6,1025.00,30.00,1,1,100,flexible,1
16703869,Private bedroom/bathroom near U Street!,Townhouse,Private room,2,1,1,200.00,0.00,2,1,100,moderate,0.27
17914745,1-br apartment in Shaw (near Convention Center),Apartment,Entire home/apt,1,1,1,114.00,0.00,2,5,100,moderate,5
16243393,Large Sunny 1 Bedroom Apartment on 14th/U,Apartment,Entire home/apt,2,1,1,130.00,0.00,2,1,100,flexible,0.23
1529801,"Ledroit Townhouse - 3 Br, 1.5 Bath",House,Entire home/apt,8,1.5,3,325.00,25.00,3,33,95,strict,0.8
5363549,Enjoy the U street corridor!,Apartment,Entire home/apt,3,1,0,85.00,10.00,2,152,87,strict,6.21
14309202,Great place to explore DC's culture/entertainment,House,Private room,2,1,1,59.00,0.00,1,84,98,flexible,8.97
13259509,Bright 2 bedroom Apartment. Great location!,Apartment,Entire home/apt,4,1,2,150.00,20.00,2,4,100,strict,2.55
3822134,Charming Private Room w/ Queen Bed ,House,Private room,1,1,1,90.00,25.00,7,0,,strict,
16601641,"Cozy, centrally-located 1BR for inauguration wknd",Apartment,Entire home/apt,2,1,1,400.00,0.00,2,0,,moderate,
18240442,Basement Apartment in Historic Le Droit Park,Apartment,Entire home/apt,4,1,2,200.00,0.00,2,0,,moderate,
